Accession	Kingdom	Family	Genus	Species	Molecule_type	Length	Nuc_Completeness	Geo_Location	BioSample	Lat_long	Gene_Description	Host	Host_Disease
MW498975.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	851	Partial	South Korea			White spot syndrome virus isolate Cq/2020/20-008 VP664 gene, partial cds	Cherax quadricarinatus	Potential pathogen
KF981443.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	864	Partial	Germany:aquarium trade			Shrimp white spot syndrome virus isolate G85 WSSV419-like protein gene, partial cds	Cherax quadricarinatus	Potential pathogen
KR780996.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	737	Partial	Finland			Infectious pancreatic necrosis virus isolate ka940/14 VP2 gene, partial cds	Coregonus lavaretus	Potential pathogen
EU932919.1	Virus	Alloherpesviridae	Cyprinivirus	Cyprinid herpesvirus 3	dsDNA	353	Partial	USA:Minnesota, Ramsey County, indoor aquarium			Cyprinid herpesvirus 3 isolate KHV-VDL2/08-MN-Koi-Fish thymidine kinase (TK) gene, partial cds	Cyprinus carpio	Potential pathogen
EU932920.1	Virus	Alloherpesviridae	Cyprinivirus	Cyprinid herpesvirus 3	dsDNA	353	Partial	USA:Minnesota, Ramsey County, indoor aquarium			Cyprinid herpesvirus 3 isolate KHV-VDL3/08-MN-Koi-Fish thymidine kinase (TK) gene, partial cds	Cyprinus carpio	Potential pathogen
KY986964.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	630	Partial	Turkey			Infectious pancreatic necrosis virus strain TR49/15 VP2 gene, partial cds	Cyprinus carpio	Potential pathogen
MW854798.1	Virus	Poxviridae		Carp edema virus	dsDNA	890	Partial	Pacific Ocean			Carp edema virus isolate 20-349 P4a gene, partial cds	Cyprinus carpio	Potential pathogen
MT151604.1	Virus	Herelleviridae		Bacillus phage P59	dsDNA	159363	Complete	China			Bacillus phage P59	Cytobacillus oceanisediminis	Potential pathogen
KC693773.1	Virus	Birnaviridae	Aquabirnavirus	Aquabirnavirus genogroup VII	dsRNA	310	Partial	South Korea:Wando			Aquabirnavirus genogroup VII isolate TSWD11 polyprotein gene, partial cds	Ditrema temminckii	Potential pathogen
EU883580.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	587	Partial	USA			Infectious pancreatic necrosis virus strain Keafer polyprotein gene, partial cds	Dorosoma cepedianum	Potential pathogen
AB179702.1	Virus	Birnaviridae	Aquabirnavirus	Japanese aquabirnavirus genogroup 7	dsRNA	310	Partial	Japan:Hokkaido			Aquabirnavirus AKK02SC gene for polyprotein, partial cds	Eleginus gracilis	Potential pathogen
AF524892.1	Virus	Reoviridae	Aquareovirus	Aquareovirus A	dsRNA	783	Complete				Threadfin reovirus segment S11, complete sequence	Eleutheronema tetradactylum	Potential pathogen
AY236219.2	Virus	Reoviridae	Aquareovirus	Aquareovirus A	dsRNA	987	Complete				Threadfin reovirus segment 10, complete sequence	Eleutheronema tetradactylum	Potential pathogen
AY235428.1	Virus	Reoviridae	Aquareovirus	Aquareovirus A	dsRNA	2056	Partial				Threadfin reovirus segment 6 outer capsid protein gene, complete cds	Eleutheronema tetradactylum	Potential pathogen
FJ543460.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	236	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_13-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543465.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_10-1 nonfunctional putative major capsid protein (MCP) gene, partial sequence	Emiliania huxleyi	Potential pathogen
FJ543464.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_10-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543463.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_11 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543462.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_12-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543461.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_12-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543459.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_13-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543458.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_13-3 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543457.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_14 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543456.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_15 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543455.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_16 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543454.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_17-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543453.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_17-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543452.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_2-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543451.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_2-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543450.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_2-3 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543449.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_20-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543447.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_3-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543446.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_3-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543445.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_3-3 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543444.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_4-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543443.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_4-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543442.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_5-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543441.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_5-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543440.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_6 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543439.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_7-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543438.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_7-2 nonfunctional putative major capsid protein (MCP) gene, partial sequence	Emiliania huxleyi	Potential pathogen
FJ543437.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_7-3 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543436.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_8-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543435.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_8-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543434.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_8-3 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543433.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_9-1 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543432.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	237	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_9-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ543448.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	238	Partial	Atlantic Ocean:north			Emiliania huxleyi virus sp. isolate EhV-MCP_20-2 putative major capsid protein (MCP) gene, partial cds	Emiliania huxleyi	Potential pathogen
KJ820817.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	387	Partial	Atlantic Ocean:North Atlantic			Emiliania huxleyi virus sp. isolate EhV_iceO1PGM phosphoglycterate mutase family protein gene, partial cds	Emiliania huxleyi	Potential pathogen
KJ820818.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	387	Partial	Atlantic Ocean:North Atlantic			Emiliania huxleyi virus sp. isolate EhV_iceO2PGM phosphoglycterate mutase family protein gene, partial cds	Emiliania huxleyi	Potential pathogen
KJ820819.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	387	Partial	Atlantic Ocean:North Atlantic			Emiliania huxleyi virus sp. isolate EhV_iceO3PGM phosphoglycterate mutase family protein gene, partial cds	Emiliania huxleyi	Potential pathogen
KJ820820.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	387	Partial	Atlantic Ocean:North Atlantic			Emiliania huxleyi virus sp. isolate EhV_iceO4PGM phosphoglycterate mutase family protein gene, partial cds	Emiliania huxleyi	Potential pathogen
KJ820821.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	387	Partial	Atlantic Ocean:North Atlantic			Emiliania huxleyi virus sp. isolate EhV_iceO5PGM phosphoglycterate mutase family protein gene, partial cds	Emiliania huxleyi	Potential pathogen
KJ820822.1	Virus	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus sp.	dsDNA	387	Partial	Atlantic Ocean:North Atlantic			Emiliania huxleyi virus sp. isolate EhV_iceO6PGM phosphoglycterate mutase family protein gene, partial cds	Emiliania huxleyi	Potential pathogen
FJ483831.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	3864	Partial	China			Shrimp white spot syndrome virus isolate WSSV-EJS ORF16 gene, complete cds	Eriocheir sinensis	Potential pathogen
AF342730.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	2904	Partial				Infectious pancreatic necrosis virus - He polyprotein mRNA, partial cds	Esocidae	Potential pathogen
JF734351.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	498	Partial				Infectious pancreatic necrosis virus strain HE segment B RNA-dependent RNA polymerase (VP1) gene, partial cds	Esox lucius	Potential pathogen
AJ880303.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	1076	Partial	United Kingdom:Scotland			Infectious Pancreatic Necrosis Virus (serotype SP) partial mRNA for polyprotein, isolate 2003-0936-23	Eutrigla gurnardus	Potential pathogen
MT926122.1	Virus			Florenciella giant virus FloV-SA1	DNA	435	Partial	Pacific Ocean:Station ALOHA			Florenciella giant virus FloV-SA1 putative potassium channel gene, complete cds	Florenciella	Potential pathogen
AY280455.1	Virus	Birnaviridae	Aquabirnavirus	Mummichog aquabirnavirus	dsRNA	1283	Partial	USA:Virginia, Chesapeake Bay			Mummichog aquabirnavirus VP2 gene, partial cds	Fundulus heteroclitus	Potential pathogen
KM576685.1	Virus	Nodaviridae	Betanodavirus	Pacific cod betanodavirus	ssRNA(+)	1375	Partial	China:Liaoning Province coast on northern Pacific Ocean			Pacific cod betanodavirus isolate PCNNV from China capsid protein gene, complete cds	Gadus macrocephalus	Potential pathogen
AY542855.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	370	Partial	Canada			Infectious pancreatic necrosis virus isolate 6B1d VP2 gene, partial cds	Gadus morhua	Potential pathogen
AY542858.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	527	Partial	Canada			Infectious pancreatic necrosis virus isolate 5B1d VP4 gene, partial cds	Gadus morhua	Potential pathogen
AY542863.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	527	Partial	Canada			Infectious pancreatic necrosis virus isolate 6B1d VP4 gene, partial cds	Gadus morhua	Potential pathogen
AY780926.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	2745	Complete				Infectious pancreatic necrosis virus strain 6B1a segment B, complete sequence	Gadus morhua	Potential pathogen
AY780925.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	2783	Complete				Infectious pancreatic necrosis virus strain 5B1d segment B, complete sequence	Gadus morhua	Potential pathogen
AY780918.3	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	3061	Complete				Infectious pancreatic necrosis virus strain 5B1d segment A, complete sequence	Gadus morhua	Potential pathogen
AY780919.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	3095	Complete				Infectious pancreatic necrosis virus strain 6B1a segment A, complete sequence	Gadus morhua	Potential pathogen
JN942577.1	Virus	Birnaviridae	Aquabirnavirus	Aquabirnavirus Garra/F73-11/IRL/2011	dsRNA	226	Partial	Ireland			Aquabirnavirus Garra/F73-11/IRL/2011 RNA-dependent RNA polymerase (VP1) gene, partial cds	Garra rufa	Potential pathogen
KR528554.1	Virus	Circoviridae		Marine snail associated circular virus	ssDNA(+/-)	2305	Complete				Marine snail associated circular virus isolate I0084, complete genome	Gastropoda	Potential pathogen
NC_027788.1	Virus	Circoviridae		Marine snail associated circular virus	ssDNA(+/-)	2305	Complete				Marine snail associated circular virus isolate I0084, complete genome	Gastropoda	Potential pathogen
KU748788.1	Virus	Bornaviridae	Orthobornavirus	Waterbird 1 orthobornavirus	ssRNA(-)	8977	Partial	Germany			Aquatic bird bornavirus 1 isolate AF-168 nucleoprotein (N), X protein (X), phosphoprotein (P), matrix protein (M), glycoprotein (G), and L protein (L) genes, complete cds	Haematopus ostralegus	Potential pathogen
MF190022.1	Virus			Barns Ness breadcrumb sponge aquatic picorna-like virus 4	ssRNA(+)	6732	Partial	United Kingdom:Scotland			Barns Ness breadcrumb sponge aquatic picorna-like virus 4 isolate T54, partial genome	Halichondria panicea	Potential pathogen
MF190023.1	Virus			Barns Ness breadcrumb sponge aquatic picorna-like virus 5	ssRNA(+)	6857	Partial	United Kingdom:Scotland			Barns Ness breadcrumb sponge aquatic picorna-like virus 5 isolate X60, partial genome	Halichondria panicea	Potential pathogen
MF190020.1	Virus			Barns Ness breadcrumb sponge aquatic picorna-like virus 2	ssRNA(+)	8884	Partial	United Kingdom:Scotland			Barns Ness breadcrumb sponge aquatic picorna-like virus 2 isolate G6, partial genome	Halichondria panicea	Potential pathogen
MF190021.1	Virus			Barns Ness breadcrumb sponge aquatic picorna-like virus 3	ssRNA(+)	9049	Partial	United Kingdom:Scotland			Barns Ness breadcrumb sponge aquatic picorna-like virus 3 isolate Z16, partial genome	Halichondria panicea	Potential pathogen
MF190019.1	Virus			Barns Ness breadcrumb sponge aquatic picorna-like virus 1	ssRNA(+)	9100	Partial	United Kingdom:Scotland			Barns Ness breadcrumb sponge aquatic picorna-like virus 1 isolate S6, partial genome	Halichondria panicea	Potential pathogen
NC_010342.1	Virus	Myoviridae	Hapunavirus	Halomonas virus HAP1	dsDNA	39245	Complete				Halomonas phage phiHAP-1, complete genome	Halomonas aquamarina	Potential pathogen
FN257529.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	934	Partial	United Kingdom:Scotland			Infectious pancreatic necrosis virus - Sp partial mRNA for polyprotein (VP2 gene), isolate 3195	Hippoglossus hippoglossus	Potential pathogen
FN257531.1	Virus	Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	dsRNA	1050	Partial	United Kingdom:Scotland			Infectious pancreatic necrosis virus - Sp partial mRNA for polyprotein (VP2 gene), isolate 3898	Hippoglossus hippoglossus	Potential pathogen
